Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,Heating,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,SaleCondition,SalePrice
357,9248,Gilbert,6,6,1992,GasA,2,3,1,6,2,Normal,173000
358,4224,MeadowV,5,5,1976,GasA,1,3,1,6,2,Normal,134000
359,6930,ClearCr,5,4,1958,GasA,1,3,1,6,1,Abnorml,130000
360,12011,NoRidge,8,5,1998,GasA,2,3,1,7,2,Normal,280000
361,7540,Mitchel,6,6,1978,GasA,1,2,1,5,2,Normal,156000
362,9144,BrkSide,5,5,1940,GasA,1,3,1,8,1,Normal,145000
363,7301,Edwards,7,5,2003,GasA,3,4,1,7,2,Normal,198500
364,1680,BrDale,6,8,1972,GasA,1,2,1,5,1,Normal,118000
365,18800,NWAmes,6,5,1976,GasA,2,3,1,6,2,Normal,190000
366,10690,IDOTRR,5,7,1920,GasA,1,3,1,6,1,Normal,147000
367,9500,NAmes,6,5,1963,GasA,1,3,1,6,2,Normal,159000
368,9150,NAmes,6,5,1962,GasA,1,3,1,6,1,Normal,165000
369,7800,NAmes,5,6,1954,GasA,1,2,1,7,1,Normal,132000
370,9830,NAmes,5,7,1959,GasA,1,3,1,7,2,Normal,162000
371,8121,Gilbert,6,5,2000,GasA,2,3,1,7,2,Normal,172400
372,17120,ClearCr,4,4,1959,GasA,2,4,1,7,2,Normal,134432
373,7175,SawyerW,6,5,1984,GasA,1,2,1,4,1,Normal,125000
374,10634,NAmes,5,6,1953,GasA,1,3,1,5,1,Normal,123000
375,8200,CollgCr,7,5,2003,GasA,2,4,1,8,2,Normal,219500
376,10020,Edwards,1,1,1922,GasA,0,1,1,4,0,Normal,61000
377,8846,CollgCr,5,5,1996,GasA,1,2,1,5,2,Normal,148000
378,11143,Somerst,8,5,2004,GasA,3,4,1,8,2,Normal,340000
379,11394,StoneBr,9,2,2010,GasA,1,1,1,8,3,Partial,394432
380,8123,Gilbert,6,5,2000,GasA,2,3,1,7,2,Normal,179000
381,5000,SWISU,5,6,1924,GasA,2,3,1,6,1,Normal,127000
382,7200,Somerst,7,5,2006,GasA,2,2,1,5,2,Partial,187750
383,9245,CollgCr,7,5,2006,GasA,2,3,1,8,2,Normal,213500
384,9000,SawyerW,6,3,1928,GasA,1,2,1,5,2,Normal,76000
385,53107,ClearCr,6,5,1992,GasA,2,3,1,9,2,Normal,240000
386,3182,Blmngtn,8,5,2004,GasA,2,2,1,6,2,Normal,192000
387,8410,Edwards,5,3,1910,GasA,1,5,1,8,0,AdjLand,81000
388,7200,Edwards,6,6,1976,GasA,1,3,1,6,1,Abnorml,125000
389,9382,CollgCr,7,5,1999,GasA,2,3,1,6,2,Normal,191000
390,12474,NridgHt,10,5,2007,GasA,2,3,1,9,3,Partial,426000
391,8405,Edwards,5,8,1900,GasA,1,4,1,7,1,Normal,119000
392,12209,Mitchel,6,5,2001,GasA,2,3,1,7,2,Normal,215000
393,8339,NAmes,5,7,1959,GasA,1,3,1,5,1,Normal,106500
394,7446,BrkSide,4,5,1941,GasA,1,2,1,4,0,Abnorml,100000
395,10134,OldTown,5,6,1940,GasA,1,2,1,5,1,Normal,109000
396,9571,Edwards,5,6,1956,GasA,1,3,1,6,1,Normal,129000
397,7200,CollgCr,5,5,1972,GasA,1,2,1,6,2,Normal,123000
398,7590,NAmes,5,5,1962,GasA,2,4,1,8,1,Normal,169500
399,8967,IDOTRR,5,2,1920,GasA,1,2,1,6,1,Abnorml,67000
400,8125,Somerst,7,5,2006,GasA,2,2,1,7,2,Normal,241000
401,14963,Veenker,8,5,1996,GasA,1,1,1,4,2,Normal,245500
402,8767,CollgCr,7,5,2005,GasA,2,3,1,6,2,Partial,164990
403,10200,Sawyer,5,8,1940,GasA,1,2,1,4,1,Normal,108000
404,12090,NoRidge,8,5,1998,GasA,2,4,1,10,2,Abnorml,258000
405,10364,Gilbert,6,5,1995,GasA,2,3,1,7,2,Normal,168000
406,9991,Sawyer,4,4,1976,GasA,2,3,1,8,2,Normal,150000
407,10480,SWISU,6,5,1936,GasA,1,3,1,6,1,Normal,115000
408,15576,Crawfor,6,7,1915,GasA,2,4,1,8,1,Normal,177000
409,14154,NridgHt,7,5,2006,GasA,2,3,1,9,3,Partial,280000
410,10800,Somerst,8,5,2007,GasA,2,3,1,8,3,Partial,339750
411,9571,Edwards,5,3,1958,GasA,1,3,1,5,1,Abnorml,60000
412,34650,Gilbert,5,5,1955,GasA,1,3,1,5,2,Normal,145000
413,4403,Somerst,7,5,2009,GasA,2,2,1,7,2,Partial,222000
414,8960,OldTown,5,6,1927,GasA,1,2,1,5,2,Normal,115000
415,11228,SawyerW,7,5,1993,GasA,2,3,1,9,3,Normal,228000
416,8899,Gilbert,7,5,2007,GasA,2,3,1,6,2,Partial,181134
417,7844,Sawyer,6,7,1978,GasA,1,3,1,6,2,Normal,149500
418,22420,Crawfor,6,6,1918,GasW,2,4,1,10,3,Normal,239000
419,8160,Edwards,5,6,1940,GasA,1,3,1,7,1,AdjLand,126000
420,8450,NAmes,5,6,1968,GasA,1,3,1,6,1,Normal,142000
421,7060,Mitchel,7,5,1997,GasA,2,2,2,8,4,Alloca,206300
422,16635,NWAmes,6,7,1977,GasA,2,3,1,8,2,Normal,215000
423,21750,Mitchel,5,5,1954,GasA,1,2,1,4,2,Normal,113000
424,9200,NoRidge,8,5,1998,GasA,2,4,1,8,3,Normal,315000
425,9000,NAmes,6,5,1956,GasA,1,2,1,6,1,Normal,139000
426,3378,OldTown,7,8,1946,GasA,1,3,1,6,1,Normal,135000
427,12800,SawyerW,7,5,1989,GasA,2,2,1,5,2,Normal,275000
428,8593,NAmes,4,6,1957,GasA,1,3,1,5,1,Normal,109008
429,6762,CollgCr,7,5,2007,GasA,2,2,1,6,2,Partial,195400
430,11457,Timber,6,5,1988,GasA,2,3,1,6,2,Normal,175000
431,1680,BrDale,6,5,1971,GasA,1,2,1,4,1,Abnorml,85400
432,5586,OldTown,6,7,1920,GasA,1,4,1,7,0,Abnorml,79900
433,1920,BrDale,5,5,1971,GasA,1,2,1,6,2,Normal,122500
434,10839,Gilbert,6,5,1997,GasA,2,3,1,7,2,Normal,181000
435,1890,MeadowV,4,7,1972,GasA,1,1,1,3,0,Normal,81000
436,10667,CollgCr,7,6,1996,GasA,2,3,1,6,2,Normal,212000
437,4400,OldTown,6,8,1920,GasA,1,2,1,6,2,Normal,116000
438,6000,BrkSide,6,7,1926,GasA,1,2,1,4,1,Normal,119000
439,4280,Crawfor,5,6,1913,GasA,1,2,1,4,1,Normal,90350
440,12354,Edwards,6,8,1920,GasA,1,3,1,7,2,Normal,110000
441,15431,NridgHt,10,5,2008,GasA,2,2,1,10,3,Normal,555000
442,12108,Edwards,4,4,1955,GasA,2,4,2,8,0,Normal,118000
443,6240,BrkSide,5,7,1930,GasA,2,3,1,8,2,Normal,162900
444,3922,Blmngtn,7,5,2006,GasA,2,2,1,6,3,Partial,172500
445,8750,CollgCr,7,5,1994,GasA,2,4,1,8,2,Normal,210000
446,9855,Edwards,6,5,1956,GasA,1,3,1,7,2,Normal,127500
447,16492,NAmes,6,6,1966,GasA,2,2,1,6,2,Normal,190000
448,11214,Gilbert,7,5,1998,GasA,2,4,1,10,2,Normal,199900
449,8600,IDOTRR,6,6,1937,GasA,2,3,1,7,1,Normal,119500
450,6000,OldTown,3,7,1948,GasA,1,2,1,6,1,Normal,120000
451,5684,OldTown,6,8,1930,GasA,1,2,1,5,1,Normal,110000
452,70761,ClearCr,7,5,1975,GasA,2,2,1,5,2,Normal,280000
453,9303,Timber,6,5,1996,GasA,2,3,1,7,2,Normal,204000
454,9000,Somerst,8,5,2008,GasA,2,3,1,6,2,Normal,210000
455,9297,Mitchel,5,5,1976,GasA,2,4,2,8,2,Family,188000
456,9600,NWAmes,7,6,1973,GasA,1,3,1,6,2,Normal,175500
457,4571,OldTown,5,5,1916,GasA,1,4,1,7,3,Abnorml,98000
458,53227,ClearCr,4,6,1954,GasA,1,2,1,6,2,Normal,256000
459,5100,OldTown,8,7,1925,GasA,1,3,1,7,1,Normal,161000
460,7015,BrkSide,5,4,1950,GasA,1,3,1,5,1,Normal,110000
461,8004,Somerst,8,5,2009,GasA,2,3,1,8,2,Partial,263435
462,7200,SWISU,7,9,1936,GasA,1,3,1,6,2,Normal,155000
463,8281,Sawyer,5,5,1965,GasA,1,3,1,5,1,Normal,62383
464,11988,Crawfor,6,7,1934,GasA,1,3,1,6,1,Normal,188700
465,8430,CollgCr,5,5,1978,GasA,2,3,1,5,0,Normal,124000
466,3072,Blmngtn,7,5,2004,GasA,2,2,1,6,2,Normal,178740
467,10628,NAmes,7,5,1970,GasA,1,2,1,5,2,Normal,167000
468,9480,NAmes,5,7,1942,GasA,1,3,1,7,1,Normal,146500
469,11428,NridgHt,8,5,2006,GasA,2,3,1,7,3,Normal,250000
470,9291,SawyerW,6,5,1993,GasA,2,3,1,7,2,Normal,187000
471,6820,StoneBr,8,5,1985,GasA,1,1,1,4,2,Normal,212000
472,11952,NWAmes,7,6,1977,GasA,2,3,1,8,2,Normal,190000
473,3675,Edwards,6,5,2005,GasA,1,2,1,5,2,Normal,148000
474,14977,NridgHt,8,5,2006,GasA,2,2,1,7,3,Partial,440000
475,5330,StoneBr,8,5,2000,GasA,2,2,1,6,2,Normal,251000
476,8480,Sawyer,5,6,1963,GasA,1,2,1,5,2,Normal,132500
477,13125,CollgCr,6,5,1997,GasA,2,3,1,7,2,Normal,208900
478,13693,NridgHt,9,5,2006,GasA,2,3,1,9,3,Normal,380000
479,10637,CollgCr,8,5,2007,GasA,2,3,1,7,3,Normal,297000
480,5925,OldTown,4,7,1937,GasA,1,2,1,7,2,Alloca,89471
481,16033,NridgHt,9,5,2004,GasA,2,3,1,8,3,Normal,326000
482,11846,NridgHt,9,5,2003,GasA,2,2,1,6,3,Normal,374000
483,2500,OldTown,7,8,1915,GasA,1,4,1,7,1,Normal,155000
484,4500,Mitchel,6,5,1998,GasA,2,2,1,5,2,Normal,164000
485,7758,Sawyer,5,7,1962,GasA,1,3,1,6,1,Normal,132500
486,9600,NAmes,5,7,1950,GasA,1,3,1,5,1,Normal,147000
487,10289,NAmes,5,7,1965,GasA,1,3,1,6,2,Normal,156000
488,12243,NWAmes,5,6,1971,GasA,2,3,1,7,2,Normal,175000
489,10800,OldTown,5,4,1900,GasA,2,3,2,10,2,Normal,160000
490,1526,MeadowV,4,8,1970,GasA,1,1,1,3,1,Normal,86000
491,2665,MeadowV,5,6,1976,GasA,1,3,1,4,1,Normal,115000
492,9490,NAmes,6,7,1941,GasA,1,3,1,5,1,Normal,133000
493,15578,Gilbert,6,5,2006,GasA,2,3,1,8,2,Partial,172785
494,7931,NAmes,5,6,1960,GasA,1,3,1,6,1,Normal,155000
495,5784,OldTown,5,8,1938,GasA,1,2,1,4,1,Normal,91300
496,7879,IDOTRR,4,5,1920,GasA,1,2,1,4,0,Abnorml,34900
497,12692,NoRidge,8,5,1992,GasA,3,4,1,10,2,Normal,430000
498,9120,BrkSide,7,6,1925,GasA,2,4,1,8,1,Normal,184000
499,7800,Sawyer,5,7,1967,GasA,1,3,1,5,1,Normal,130000
500,7535,NAmes,5,7,1958,GasA,1,2,1,5,1,Normal,120000
501,1890,BrDale,6,5,1973,GasA,1,3,1,7,1,Normal,113000
502,9803,Somerst,7,5,2005,GasA,2,3,1,7,2,Normal,226700
503,9170,Edwards,5,7,1965,GasA,1,2,1,6,2,Normal,140000
504,15602,Crawfor,7,8,1959,GasA,2,1,1,6,2,Normal,289000
505,2308,NPkVill,6,5,1974,GasA,2,3,1,6,2,Normal,147000
506,7596,OldTown,5,5,1952,GasA,2,4,2,10,2,Normal,124500
507,9554,SawyerW,8,5,1993,GasA,2,3,1,8,2,Normal,215000
508,7862,Somerst,6,5,2009,GasA,2,2,1,4,2,Partial,208300
509,9600,OldTown,7,9,1928,GasA,2,3,1,7,2,Normal,161000
510,9600,NAmes,5,6,1959,GasA,1,3,1,6,1,Normal,124500
511,14559,NAmes,5,7,1951,GasA,1,2,1,6,1,Normal,164900
512,6792,NridgHt,7,5,2005,GasA,2,2,1,6,2,Partial,202665
513,9100,NAmes,5,5,1958,GasA,1,3,1,5,2,Normal,129900
514,9187,Mitchel,6,5,1983,GasA,1,3,1,5,2,Normal,134000
515,10594,Crawfor,5,5,1926,Grav,1,2,1,5,1,Normal,96500
516,12220,NridgHt,10,5,2009,GasA,2,3,1,9,3,Partial,402861
517,10448,NWAmes,6,6,1972,GasA,2,3,1,7,2,Abnorml,158000
518,10208,NoRidge,7,5,1996,GasA,2,3,1,7,3,Normal,265000
519,9531,CollgCr,6,5,1998,GasA,2,3,1,7,2,Normal,211000
520,10918,Crawfor,7,9,1926,GasA,1,3,1,9,1,Normal,234000
521,10800,OldTown,4,7,1900,GasA,2,3,2,7,0,Normal,106250
522,11988,NAmes,6,6,1957,GasA,1,3,1,6,1,Normal,150000
523,5000,BrkSide,6,7,1947,GasA,2,3,1,7,2,Normal,159000
524,40094,Edwards,10,5,2007,GasA,3,3,1,11,3,Partial,184750
525,11787,NoRidge,7,5,1996,GasA,2,3,1,8,3,Normal,315750
526,7500,Somerst,7,5,2005,GasA,2,3,1,6,2,Normal,176000
527,13300,NAmes,5,7,1956,GasA,1,2,1,4,1,Normal,132000
528,14948,NridgHt,9,5,2008,GasA,2,3,1,11,3,Partial,446261
529,9098,Edwards,4,7,1920,GasA,1,2,1,5,0,Normal,86000
530,32668,Crawfor,6,3,1957,GasA,3,4,2,9,2,Alloca,200624
531,10200,Timber,6,5,1988,GasA,2,3,1,5,2,Abnorml,175000
532,6155,BrkSide,6,8,1920,GasA,2,3,1,6,2,Normal,128000
533,7200,NAmes,5,7,1955,GasA,1,2,1,5,1,Normal,107500
534,5000,BrkSide,1,3,1946,GasA,1,1,1,2,0,Normal,39300
535,9056,Gilbert,8,5,2004,GasA,2,3,1,6,2,Normal,178000
536,7000,Edwards,5,7,1910,GasA,1,3,1,5,0,Normal,107500
537,8924,CollgCr,7,5,1998,GasA,2,3,1,8,2,Normal,188000
538,12735,NAmes,4,5,1972,GasA,1,3,1,5,2,Normal,111250
539,11553,Sawyer,5,5,1968,GasA,1,3,1,7,1,Normal,158000
540,11423,CollgCr,8,5,2001,GasA,2,3,1,6,2,Normal,272000
541,14601,Timber,9,5,2006,GasA,2,2,1,8,3,Normal,315000
542,11000,NoRidge,8,5,2000,GasA,2,4,1,8,3,Normal,248000
543,10140,NWAmes,7,5,1998,GasA,2,3,1,7,2,Normal,213250
544,4058,NAmes,7,5,1998,GasA,1,1,1,4,1,Normal,133000
545,17104,Gilbert,7,5,2006,GasA,2,3,1,7,2,Partial,179665
546,13837,NWAmes,7,5,1988,GasA,2,4,1,9,3,Normal,229000
547,8737,BrkSide,6,7,1923,GasA,1,3,1,6,2,Normal,210000
548,7244,Mitchel,5,7,1970,GasA,1,2,1,5,2,Normal,129500
549,8235,OldTown,5,7,1955,GasA,1,2,1,4,2,Normal,125000
550,9375,Somerst,7,5,2003,GasA,2,4,1,8,2,Normal,263000
551,4043,NPkVill,6,6,1977,GasA,2,2,1,4,2,Abnorml,140000
552,6000,OldTown,5,6,1957,GasA,1,3,1,5,1,Normal,112500
553,11146,NridgHt,8,5,2006,GasA,2,3,1,7,3,Normal,255500
554,8777,Edwards,4,5,1949,GasA,2,2,1,5,2,Normal,108000
555,10625,NridgHt,7,5,2003,GasA,2,3,1,8,3,Normal,284000
556,6380,BrkSide,5,6,1922,GasA,1,2,1,5,1,Normal,113000
557,14850,NAmes,5,5,1957,GasA,1,2,1,6,1,Normal,141000
558,11040,IDOTRR,4,6,1920,GasA,1,3,1,7,1,Normal,108000
559,21872,Gilbert,7,5,1996,GasA,2,3,1,6,2,Normal,175000
560,3196,Blmngtn,7,5,2003,GasA,2,2,1,7,2,Normal,234000
561,11341,Sawyer,5,6,1957,GasA,1,3,1,5,2,Normal,121500
562,10010,Mitchel,5,5,1974,GasA,1,2,1,6,2,Normal,170000
563,13907,Edwards,5,6,1940,GasA,1,3,1,6,0,Normal,108000
564,21780,Edwards,6,7,1918,GasA,2,4,1,8,2,Normal,185000
565,13346,NoRidge,7,5,1992,GasA,2,4,1,9,2,Normal,268000
566,6858,SWISU,6,4,1915,GasA,1,4,1,6,1,Normal,128000
567,11198,StoneBr,9,5,2005,GasA,2,4,1,11,3,Normal,325000
568,10171,NridgHt,7,5,2004,GasA,2,3,1,7,2,Normal,214000
569,12327,SawyerW,8,8,1983,GasA,1,1,1,5,2,Normal,316600
570,7032,NAmes,5,5,1979,GasA,1,2,1,4,2,Normal,135960
571,13101,NAmes,5,5,1965,GasA,2,6,2,10,2,Normal,142600
572,7332,NAmes,6,6,1959,GasA,1,2,1,4,1,Abnorml,120000
573,13159,Timber,7,5,2009,GasA,2,3,1,6,2,Partial,224500
574,9967,Gilbert,7,5,2000,GasA,2,3,1,8,2,Normal,170000
575,10500,NAmes,5,7,1971,GasA,1,3,1,5,1,Normal,139000
576,8480,NAmes,5,5,1947,GasA,1,2,1,6,1,Abnorml,118500
577,6292,SWISU,7,7,1928,GasA,2,3,1,6,1,Normal,145000
578,11777,Sawyer,5,6,1966,GasA,1,3,1,6,2,Abnorml,164500
579,3604,Somerst,7,5,2007,GasA,2,2,1,5,2,Abnorml,146000
580,12150,OldTown,5,5,1954,GasA,2,4,1,7,1,Normal,131500
581,14585,NAmes,6,6,1960,GasA,1,3,1,7,2,Normal,181900
582,12704,NridgHt,8,5,2008,GasA,2,3,1,8,3,Partial,253293
583,11841,Edwards,6,5,1990,GasA,1,3,1,5,0,Normal,118500
584,13500,OldTown,10,9,1893,GasA,3,3,1,9,2,Normal,325000
585,6120,BrkSide,4,7,1935,GasA,1,3,1,6,1,Normal,133000
586,11443,Timber,8,5,2005,GasA,2,2,1,7,3,Partial,369900
587,10267,BrkSide,6,7,1918,GasA,1,2,1,5,1,Normal,130000
588,8740,Sawyer,5,6,1982,GasA,1,2,1,4,2,Normal,137000
589,25095,ClearCr,5,8,1968,GasA,1,1,1,5,1,Partial,143000
590,9100,BrkSide,5,6,1930,GasA,1,2,1,4,1,Normal,79500
591,8320,CollgCr,7,5,2004,GasA,2,3,1,6,2,Normal,185900
592,13478,NridgHt,10,5,2008,GasA,2,3,1,10,3,Normal,451950
593,6600,Mitchel,5,8,1982,GasA,1,2,1,4,2,Normal,138000
594,4435,CollgCr,6,5,2003,GasA,1,1,1,4,2,Normal,140000
595,7990,CollgCr,5,6,1975,GasA,1,3,1,5,1,Normal,110000
596,11302,StoneBr,8,5,2005,GasA,2,3,1,7,3,Partial,319000
597,3600,OldTown,6,7,1910,GasA,1,3,1,7,1,Normal,114504
598,3922,Blmngtn,7,5,2006,GasA,0,2,1,7,3,Partial,194201
599,12984,Crawfor,5,6,1977,GasA,2,3,1,7,2,Normal,217500
600,1950,Blueste,6,6,1980,GasA,2,3,1,6,2,Normal,151000
601,10927,NridgHt,8,5,2005,GasA,2,3,1,8,2,Normal,275000
602,9000,IDOTRR,6,6,1937,GasA,1,3,1,6,1,Normal,141000
603,10041,SawyerW,8,5,1992,GasA,2,3,1,8,2,Abnorml,220000
604,3182,Somerst,7,5,2004,GasA,2,2,1,4,2,Normal,151000
605,12803,CollgCr,7,5,2002,GasA,2,3,1,6,2,Normal,221000
606,13600,NAmes,7,6,1965,GasA,2,3,1,7,2,Normal,205000
607,12464,CollgCr,5,5,1996,GasA,1,3,1,6,2,Normal,152000
608,7800,Edwards,5,8,1948,GasA,3,3,1,8,1,Normal,225000
609,12168,Crawfor,8,6,1934,GasA,2,4,1,10,2,Alloca,359100
610,7943,Sawyer,4,5,1961,GasA,1,3,1,5,1,Normal,118500
611,11050,CollgCr,9,5,2000,GasA,2,3,1,8,3,Normal,313000
612,10395,NWAmes,6,6,1978,GasA,2,3,1,6,2,Normal,148000
613,11885,CollgCr,8,5,2001,GasA,2,3,1,7,2,Normal,261500
614,8402,Mitchel,5,5,2007,GasA,1,3,1,6,0,Partial,147000
615,1491,MeadowV,4,6,1972,GasA,1,1,1,3,0,Normal,75500
616,8800,NAmes,6,7,1963,GasA,1,3,1,6,2,Abnorml,137500
617,7861,Gilbert,6,5,2002,GasA,2,3,1,7,2,Normal,183200
618,7227,NAmes,6,6,1954,GasA,1,2,1,4,2,Normal,105500
619,11694,NridgHt,9,5,2007,GasA,2,3,1,9,3,Partial,314813
620,12244,Timber,8,5,2003,GasA,2,4,1,10,3,Normal,305000
621,8248,Edwards,3,3,1914,GasA,1,2,1,5,0,Normal,67000
622,10800,NWAmes,6,7,1974,GasA,2,4,1,9,2,Normal,240000
623,7064,Sawyer,5,6,1977,GasA,1,3,1,6,2,Normal,135000
624,2117,Somerst,6,5,2000,GasA,2,2,1,4,2,Normal,168500
625,10400,NWAmes,6,5,1972,GasA,1,4,1,8,2,Normal,165150
626,10000,NAmes,6,6,1962,GasA,1,3,1,5,2,Normal,160000
627,12342,NAmes,5,5,1960,GasA,1,3,1,6,1,Normal,139900
628,9600,NAmes,6,6,1955,GasA,1,3,1,7,1,Normal,153000
629,11606,NAmes,5,5,1969,GasA,1,5,1,9,2,Family,135000
630,9020,NAmes,6,5,1964,GasA,1,3,1,6,2,Normal,168500
631,9000,OldTown,5,6,1880,GasA,1,3,1,8,1,Abnorml,124000
632,4590,NridgHt,8,5,2006,GasA,2,2,1,6,2,Normal,209500
633,11900,NWAmes,7,5,1977,GasA,2,3,1,6,2,Family,82500
634,9250,NAmes,5,7,1954,GasA,1,3,1,6,1,Normal,139400
635,6979,OldTown,6,5,1980,GasA,0,0,2,4,2,Normal,144000
636,10896,SWISU,6,7,1914,GasA,2,8,2,14,0,Abnorml,200000
637,6120,BrkSide,2,3,1936,Grav,1,1,1,4,0,Normal,60000
638,6000,OldTown,5,4,1954,GasA,2,3,2,7,1,Normal,93000
639,8777,Edwards,5,7,1910,GasA,1,2,1,4,0,Normal,85000
640,3982,Blmngtn,8,5,2006,GasA,2,1,1,7,3,Partial,264561
641,12677,NridgHt,8,5,2003,GasA,1,1,1,6,2,Normal,274000
642,7050,Somerst,7,5,2001,GasA,2,3,1,7,2,Normal,226000
643,13860,NAmes,8,7,1972,GasA,2,4,1,9,2,Normal,345000
644,10793,NWAmes,5,5,1969,GasA,2,4,1,7,2,Normal,152000
645,9187,Somerst,9,5,2009,GasA,2,2,1,7,3,Partial,370878
646,10530,NAmes,6,5,1971,GasA,1,3,1,5,2,Normal,143250
647,7200,NAmes,5,5,1950,GasA,1,3,1,7,2,Normal,98300
648,10452,Edwards,6,5,1953,GasA,1,3,1,5,2,Normal,155000
649,7700,NAmes,6,5,1966,GasA,1,4,1,7,2,Normal,155000
650,1936,MeadowV,4,6,1970,GasA,1,1,1,3,0,Normal,84500
651,8125,Somerst,7,6,2007,GasA,2,3,1,7,2,Normal,205950
652,9084,Edwards,4,5,1940,GasA,1,4,1,7,1,Normal,108000
653,8750,CollgCr,7,5,1996,GasA,2,2,1,7,2,Normal,191000
654,10320,IDOTRR,6,7,1906,GasA,1,3,1,7,1,Normal,135000
655,10437,NoRidge,8,6,1995,GasA,2,2,1,7,3,Normal,350000
656,1680,BrDale,6,5,1971,GasA,1,3,1,6,1,Family,88000
657,10007,NAmes,5,7,1959,GasA,1,3,1,5,1,Normal,145500
658,7200,Crawfor,7,6,1931,GasA,1,3,1,6,1,Normal,149000
659,17503,NAmes,6,5,1948,GasA,1,3,1,6,1,Abnorml,97500
660,9937,Edwards,5,7,1964,GasA,1,3,1,7,2,Normal,167000
661,12384,NWAmes,7,7,1976,GasA,2,3,1,7,2,Normal,197900
662,46589,NoRidge,8,7,1994,GasA,2,4,1,8,3,Normal,402000
663,13560,NAmes,6,3,1968,GasA,1,2,1,5,2,Normal,110000
664,10012,Edwards,4,5,1972,GasA,2,3,1,6,2,Normal,137500
665,20896,Somerst,8,5,2005,GasA,1,1,1,8,3,Partial,423000
666,11194,Gilbert,8,5,2000,GasA,2,3,1,7,2,Normal,230500
667,18450,NAmes,6,5,1965,GasA,2,3,1,7,2,Abnorml,129000
668,8125,SawyerW,6,5,1994,GasA,2,3,1,7,2,Normal,193500
669,14175,Sawyer,5,6,1956,GasA,1,3,1,6,2,Normal,168000
670,11600,Crawfor,4,5,1922,GasA,1,2,1,5,1,Normal,137500
671,8633,CollgCr,6,5,2005,GasA,2,3,1,7,2,Normal,173500
672,6629,Edwards,6,6,1925,GasA,2,3,1,6,1,Normal,103600
673,11250,Veenker,6,6,1977,GasA,1,3,1,6,2,Normal,165000
674,14442,Crawfor,6,7,1957,GasA,2,3,1,7,2,Normal,257500
675,9200,NAmes,6,6,1965,GasA,1,3,1,5,1,Normal,140000
676,2289,NPkVill,6,6,1978,GasA,2,3,1,7,2,Normal,148500
677,9600,OldTown,4,2,1900,GasW,2,4,2,8,3,Normal,87000
678,9022,OldTown,5,8,1924,GasA,1,2,1,5,1,Normal,109500
679,11844,StoneBr,8,5,2008,GasA,2,3,1,7,3,Partial,372500
680,9945,Sawyer,5,5,1961,GasA,1,3,1,5,2,Normal,128500
681,8012,SawyerW,6,5,1980,GasA,2,2,1,5,1,Normal,143000
682,4500,SWISU,5,5,1932,GasA,1,3,1,6,1,Abnorml,159434
683,2887,ClearCr,6,5,1996,GasA,1,2,1,6,2,Normal,173000
684,11248,CollgCr,9,5,2002,GasA,2,3,1,7,3,Normal,285000
685,16770,NoRidge,7,5,1998,GasA,2,4,1,7,2,Normal,221000
686,5062,StoneBr,7,5,1984,GasA,2,3,1,6,2,Normal,207500
687,10207,Somerst,7,6,2007,GasA,3,3,1,7,2,Partial,227875
688,5105,Somerst,7,5,2004,GasA,2,2,1,4,2,Normal,148800
689,8089,StoneBr,8,6,2007,GasA,2,2,1,7,2,Partial,392000
690,7577,NridgHt,6,5,2005,GasA,2,2,1,6,2,Normal,194700
691,4426,CollgCr,6,5,2004,GasA,1,1,1,3,2,Normal,141000
692,21535,NoRidge,10,6,1994,GasA,3,4,1,10,3,Normal,755000
693,26178,Timber,7,5,1989,GasA,2,4,1,9,2,Normal,335000
694,5400,OldTown,5,6,1921,GasA,1,2,1,4,1,Abnorml,108480
695,6120,BrkSide,5,6,1936,GasA,1,3,1,5,2,Normal,141500
696,13811,Timber,6,6,1987,GasA,2,2,1,5,2,Normal,176000
697,6000,BrkSide,5,7,1921,GasA,1,2,1,4,1,Normal,89000
698,6420,Edwards,5,7,1952,GasA,1,2,1,6,1,Normal,123500
699,8450,Sawyer,5,8,1965,GasA,1,3,1,5,1,Normal,138500
700,4282,Somerst,7,5,2004,GasA,2,2,1,5,2,Normal,196000
701,14331,Timber,8,5,2002,GasA,2,3,1,7,3,Normal,312500
702,9600,NWAmes,7,5,1969,GasA,1,3,1,6,2,Normal,140000
703,12438,StoneBr,8,5,2006,GasA,2,4,1,10,3,Partial,361919
704,7630,OldTown,5,9,1900,GasA,2,4,2,8,2,Normal,140000
705,8400,CollgCr,7,5,2004,GasA,2,3,1,7,2,Normal,213000
706,5600,IDOTRR,4,5,1930,GasA,2,3,2,7,0,Normal,55000
707,115149,ClearCr,7,5,1971,GasA,2,2,1,5,2,Normal,302000
708,6240,NridgHt,8,5,2006,GasA,2,2,1,6,2,Normal,254000
709,9018,Gilbert,7,5,2007,GasA,2,3,1,8,2,Partial,179540
710,7162,Sawyer,5,7,1966,GasA,1,3,1,6,1,Abnorml,109900
711,4130,BrkSide,3,6,1935,GasA,1,2,1,5,0,Normal,52000
712,8712,IDOTRR,4,7,1900,GasA,1,2,1,7,1,Abnorml,102776
713,4671,StoneBr,8,5,1988,GasA,2,2,1,5,2,Normal,189000
714,9873,BrkSide,4,5,1970,GasW,1,3,1,6,2,Normal,129000
